failure_event_id,asset_id,location_id,event_time,failure_mode,suspected_cause,weather_context,downtime_hours,linked_work_order_id
FE0002203,AST001070,LOC0002,2025-04-22 22:42:38,Relay failure,Wear & Tear,Clear,10.18,WO0000348
FE0002204,AST000610,LOC0014,2024-10-23 00:26:35,Communication loss,Wear & Tear,Rain,3.28,
FE0002205,AST000168,LOC0005,2024-04-28 18:11:08,Step chain issue,Wear & Tear,Clear,10.96,WO0002673
FE0002206,AST000987,LOC0003,2025-12-01 22:19:42,Trip event,Water Ingress,Snow,0.51,WO0001916
FE0002207,AST000625,LOC0001,2023-03-29 05:20:17,Brake issue,Wear & Tear,Clear,8.4,WO0003996
FE0002208,AST000538,LOC0006,2024-03-01 00:53:38,HVAC failure,Water Ingress,Clear,1.55,WO0003477
FE0002209,AST000747,LOC0006,2024-02-28 05:14:37,Relay failure,Improper Adjustment,Clear,11.92,WO0004894
FE0002210,AST000815,LOC0006,2025-05-03 00:33:34,HVAC failure,Water Ingress,Snow,12.61,WO0007507
FE0002211,AST000331,LOC0006,2025-03-26 00:18:15,Propulsion fault,Vandalism,Rain,5.61,
FE0002212,AST000733,LOC0011,2024-12-17 06:44:51,Brake issue,Design Limitation,Clear,10.05,
FE0002213,AST000194,LOC0014,2023-05-20 08:44:31,Motor issue,Improper Adjustment,Clear,13.15,WO0005348
FE0002214,AST001199,LOC0019,2025-12-23 03:48:58,Insulation fault,Wear & Tear,Rain,3.71,WO0003286
FE0002215,AST000650,LOC0003,2023-12-07 09:29:52,Control failure,Improper Adjustment,Clear,4.55,
FE0002216,AST000677,LOC0014,2025-01-08 02:08:18,Short circuit,Power Quality,Rain,5.71,
FE0002217,AST001183,LOC0006,2025-07-17 18:38:53,Propulsion fault,Power Quality,Clear,9.62,WO0005799
FE0002218,AST000660,LOC0002,2025-11-11 20:37:43,Propulsion fault,Wear & Tear,High Humidity,1.85,WO0000970
FE0002219,AST000653,LOC0009,2024-09-14 21:35:23,HVAC failure,Power Quality,Clear,5.25,WO0005810
FE0002220,AST000801,LOC0014,2025-12-08 22:06:26,Trip event,Water Ingress,Clear,19.46,WO0007615
FE0002221,AST000713,LOC0024,2023-03-21 11:10:47,Sensor fault,Unknown,Rain,3.27,
FE0002222,AST000707,LOC0016,2025-01-29 14:57:29,Door fault,Wear & Tear,Rain,18.31,WO0007162
FE0002223,AST000016,LOC0002,2024-12-17 03:10:24,Short circuit,Debris,Clear,33.89,WO0000525
FE0002224,AST000842,LOC0005,2025-06-09 15:59:12,Step chain issue,Improper Adjustment,Clear,5.82,WO0007778
FE0002225,AST000588,LOC0018,2023-04-26 03:20:26,Bond wire issue,Wear & Tear,Clear,9.11,
FE0002226,AST000083,LOC0009,2024-07-26 07:49:16,Door fault,Wear & Tear,Heat Wave,3.85,
FE0002227,AST000201,LOC0025,2024-04-22 17:26:31,Insulation breakdown,Wear & Tear,Clear,6.36,WO0007297
FE0002228,AST000066,LOC0010,2024-08-20 16:13:49,Interlocking fault,Wear & Tear,Rain,12.74,
FE0002229,AST000388,LOC0003,2024-07-26 04:25:49,Insulation breakdown,Wear & Tear,Clear,7.41,WO0001911
FE0002230,AST000298,LOC0015,2023-05-14 18:44:21,Obstruction,Design Limitation,Rain,0.91,WO0005572
FE0002231,AST001165,LOC0002,2024-06-27 20:21:52,Alignment issue,Design Limitation,Heat Wave,3.4,
FE0002232,AST000958,LOC0022,2025-02-24 00:25:20,Control failure,Wear & Tear,High Humidity,3.14,WO0002207
FE0002233,AST000345,LOC0024,2023-04-02 23:48:50,Communication loss,Debris,Clear,18.23,
FE0002234,AST000997,LOC0001,2024-02-19 06:09:19,Insulation breakdown,Unknown,Clear,6.8,WO0000067
FE0002235,AST000827,LOC0017,2024-10-14 08:50:49,Propulsion fault,Wear & Tear,Clear,2.06,
FE0002236,AST000534,LOC0021,2025-06-21 09:38:33,Brake issue,Vandalism,Rain,7.5,WO0000575
FE0002237,AST001093,LOC0006,2024-03-15 01:06:35,Overheating,Wear & Tear,Clear,5.98,WO0007706
FE0002238,AST000040,LOC0024,2025-05-01 10:15:54,Motor issue,Water Ingress,Snow,4.22,WO0007963
FE0002239,AST000705,LOC0018,2025-03-05 16:48:00,Communication loss,Water Ingress,Heat Wave,7.47,
FE0002240,AST000821,LOC0024,2024-06-19 20:02:20,Motor failure,Wear & Tear,Clear,1.72,WO0007307
FE0002241,AST000991,LOC0017,2025-05-10 21:00:10,Brake issue,Improper Adjustment,Clear,11.86,WO0004936
FE0002242,AST000745,LOC0019,2025-02-15 18:10:50,Motor issue,Wear & Tear,Snow,10.02,WO0004740
FE0002243,AST000651,LOC0017,2024-01-08 17:18:35,Control failure,Wear & Tear,Snow,4.27,
FE0002244,AST000607,LOC0001,2025-04-02 17:39:53,Power loss,Water Ingress,Clear,4.21,WO0006917
FE0002245,AST000530,LOC0025,2024-05-31 18:10:41,Motor failure,Wear & Tear,Clear,7.34,WO0001464
FE0002246,AST000740,LOC0005,2025-05-31 06:20:33,Insulation breakdown,Power Quality,Clear,14.85,WO0001433
FE0002247,AST000260,LOC0001,2024-10-02 09:29:41,Brake issue,Water Ingress,Clear,25.34,WO0006077
FE0002248,AST000698,LOC0023,2025-02-09 07:52:53,HVAC failure,Design Limitation,Rain,19.72,
FE0002249,AST000528,LOC0019,2025-04-22 21:30:33,Track circuit failure,Power Quality,Rain,11.11,WO0005159
FE0002250,AST000854,LOC0021,2023-11-16 05:42:01,Trip event,Wear & Tear,Clear,8.2,WO0001967
FE0002251,AST000843,LOC0015,2024-02-03 19:35:50,Insulation breakdown,Power Quality,Clear,8.78,WO0000024
FE0002252,AST001077,LOC0004,2023-05-25 23:29:05,Motor issue,Wear & Tear,Clear,7.45,
FE0002253,AST000307,LOC0006,2024-09-10 15:22:23,Motor issue,Water Ingress,Clear,7.17,WO0008725
FE0002254,AST000376,LOC0021,2025-01-27 01:40:17,Handrail failure,Power Quality,Rain,24.91,
FE0002255,AST000765,LOC0021,2025-04-19 23:27:01,Heater failure,Debris,High Humidity,10.56,WO0005368
FE0002256,AST000191,LOC0015,2024-05-08 21:15:42,Door fault,Power Quality,Rain,11.0,
FE0002257,AST000817,LOC0016,2024-05-25 19:28:18,Motor issue,Wear & Tear,Clear,2.88,WO0004967
FE0002258,AST000644,LOC0019,2025-03-11 14:57:08,Control failure,Wear & Tear,Clear,8.95,WO0007818
FE0002259,AST000107,LOC0011,2023-08-03 05:28:53,Motor issue,Wear & Tear,Clear,2.63,WO0007895
FE0002260,AST000766,LOC0019,2025-10-09 05:22:39,Propulsion fault,Water Ingress,Clear,8.38,WO0005345
FE0002261,AST000633,LOC0002,2023-09-01 18:40:33,Water intrusion,Improper Adjustment,Clear,1.96,WO0007292
FE0002262,AST000331,LOC0006,2025-03-23 20:09:24,Door fault,Water Ingress,Rain,7.48,
FE0002263,AST000460,LOC0005,2023-01-08 19:56:47,Insulation fault,Power Quality,Heat Wave,5.11,WO0001821
FE0002264,AST000502,LOC0001,2023-11-25 05:02:28,Sensor fault,Water Ingress,Clear,17.75,WO0008577
FE0002265,AST001144,LOC0002,2025-03-09 16:33:20,Communication loss,Wear & Tear,Clear,9.41,WO0005478
FE0002266,AST001116,LOC0021,2025-12-19 21:07:56,Vibration high,Wear & Tear,Snow,4.25,
FE0002267,AST000154,LOC0019,2023-07-27 12:37:29,Insulation fault,Vandalism,Heat Wave,6.08,WO0008342
FE0002268,AST000577,LOC0013,2023-06-03 18:14:48,Step chain issue,Water Ingress,Clear,8.77,WO0005010
FE0002269,AST000260,LOC0001,2024-01-11 06:41:27,Brake issue,Water Ingress,Clear,7.3,WO0006077
FE0002270,AST000331,LOC0006,2023-06-23 17:00:21,HVAC failure,Wear & Tear,Clear,5.09,WO0002646
FE0002271,AST000742,LOC0019,2023-11-20 03:37:03,Track circuit failure,Water Ingress,Snow,8.48,WO0004564
FE0002272,AST000028,LOC0019,2023-07-24 20:27:45,Handrail failure,Water Ingress,Clear,1.64,WO0006949
FE0002273,AST001022,LOC0011,2023-03-29 08:06:53,Insulation fault,Debris,Rain,1.88,WO0004872
FE0002274,AST000649,LOC0024,2023-12-05 05:59:01,Step chain issue,Vandalism,Rain,2.89,WO0007402
FE0002275,AST000942,LOC0014,2025-09-07 08:56:25,Interlocking fault,Wear & Tear,Snow,6.63,WO0000295
FE0002276,AST000193,LOC0011,2023-02-06 20:14:40,Sensor fault,Improper Adjustment,Clear,5.29,
FE0002277,AST000869,LOC0012,2023-10-09 03:57:50,Control board fault,Power Quality,Clear,8.73,
FE0002278,AST001181,LOC0022,2023-03-31 06:37:49,Propulsion fault,Improper Adjustment,Clear,4.95,WO0003610
FE0002279,AST000687,LOC0012,2023-04-19 16:33:46,Communication loss,Water Ingress,Clear,4.69,
FE0002280,AST000935,LOC0002,2024-03-13 03:54:50,Obstruction,Vandalism,Clear,10.5,
FE0002281,AST000907,LOC0018,2025-01-29 08:03:14,Communication loss,Unknown,Clear,9.65,
FE0002282,AST000684,LOC0022,2023-10-17 01:16:05,Sensor fault,Design Limitation,Rain,10.08,WO0006256
FE0002283,AST000888,LOC0001,2023-11-09 22:53:31,Control board fault,Power Quality,Clear,20.27,WO0004390
FE0002284,AST000575,LOC0020,2023-03-08 21:58:50,Power loss,Wear & Tear,Rain,4.92,
FE0002285,AST000849,LOC0025,2023-06-14 06:47:13,Handrail failure,Wear & Tear,Clear,14.36,WO0008974
FE0002286,AST000130,LOC0010,2023-08-17 00:57:43,Overheating,Power Quality,Clear,2.77,WO0001910
FE0002287,AST000666,LOC0013,2024-10-04 14:39:17,Communication loss,Debris,Rain,19.64,
FE0002288,AST000688,LOC0021,2023-11-30 12:24:16,Insulation fault,Improper Adjustment,Rain,5.69,WO0001924
FE0002289,AST000556,LOC0004,2025-02-07 19:31:14,Overheating,Water Ingress,Rain,2.38,WO0005474
FE0002290,AST000161,LOC0008,2024-04-05 12:29:40,Control board fault,Wear & Tear,Rain,33.37,
FE0002291,AST000521,LOC0008,2023-06-23 00:50:51,HVAC failure,Wear & Tear,Heat Wave,6.25,WO0003225
FE0002292,AST001190,LOC0016,2023-05-22 15:56:51,Propulsion fault,Improper Adjustment,Clear,9.53,
FE0002293,AST000388,LOC0003,2023-05-21 04:36:08,Short circuit,Vandalism,Clear,5.93,
FE0002294,AST001196,LOC0017,2025-08-16 21:46:45,Hydraulic leak,Power Quality,Rain,5.17,WO0004123
FE0002295,AST000925,LOC0025,2024-09-16 10:04:47,Trip event,Wear & Tear,Clear,9.47,WO0002573
FE0002296,AST000408,LOC0006,2025-02-19 00:38:14,Propulsion fault,Unknown,Snow,5.31,WO0008915
FE0002297,AST000769,LOC0014,2023-02-16 19:00:42,Insulation breakdown,Wear & Tear,Rain,2.84,WO0003580
FE0002298,AST000237,LOC0011,2023-11-23 00:16:14,Interlocking fault,Debris,Clear,3.96,WO0003330
FE0002299,AST000136,LOC0005,2023-05-07 05:31:03,Sensor fault,Design Limitation,Clear,1.47,WO0000438
FE0002300,AST000962,LOC0020,2025-11-23 21:44:00,Power loss,Debris,Clear,1.94,WO0001002
FE0002301,AST000925,LOC0025,2023-07-19 04:46:04,Control failure,Wear & Tear,Clear,3.43,WO0002573
FE0002302,AST000573,LOC0005,2024-02-22 14:11:09,Motor issue,Water Ingress,Clear,2.48,
FE0002303,AST000855,LOC0003,2023-05-24 22:22:50,Communication loss,Wear & Tear,Clear,4.27,WO0005706
FE0002304,AST000588,LOC0018,2023-07-23 09:00:18,Water intrusion,Improper Adjustment,Clear,6.36,
FE0002305,AST000776,LOC0017,2024-04-13 00:17:02,Control failure,Power Quality,High Humidity,5.9,WO0007788
FE0002306,AST000108,LOC0021,2025-07-16 18:54:19,Overheating,Wear & Tear,Rain,10.33,WO0003650
FE0002307,AST000737,LOC0024,2024-11-04 07:31:11,Short circuit,Design Limitation,Rain,3.01,WO0003354
FE0002308,AST001148,LOC0002,2023-09-12 19:33:30,Door fault,Wear & Tear,Clear,2.38,WO0001854
FE0002309,AST000061,LOC0017,2024-04-27 13:02:55,Brake issue,Wear & Tear,Rain,6.5,
FE0002310,AST001084,LOC0007,2025-10-26 21:36:41,Relay failure,Debris,Rain,7.23,
FE0002311,AST000447,LOC0011,2025-07-28 06:18:08,Door fault,Wear & Tear,Clear,3.94,
FE0002312,AST000433,LOC0019,2023-03-01 19:18:35,Bond wire issue,Design Limitation,Rain,5.95,WO0004641
FE0002313,AST000839,LOC0007,2024-08-29 20:44:45,Brake issue,Wear & Tear,Clear,2.31,WO0004918
FE0002314,AST001092,LOC0018,2024-04-24 12:00:52,Relay failure,Wear & Tear,Snow,8.63,WO0008667
FE0002315,AST000195,LOC0012,2025-05-26 17:36:41,Handrail failure,Wear & Tear,Clear,1.89,WO0004864
FE0002316,AST000528,LOC0019,2024-12-21 09:56:11,Communication loss,Unknown,Clear,3.37,WO0000809
FE0002317,AST000135,LOC0025,2024-12-09 22:09:48,Motor issue,Wear & Tear,Rain,3.6,WO0006587
FE0002318,AST000295,LOC0012,2024-04-10 05:41:28,Short circuit,Water Ingress,Clear,6.03,WO0003975
FE0002319,AST000678,LOC0019,2023-05-12 00:44:34,Door fault,Wear & Tear,Clear,12.06,WO0001451
FE0002320,AST001171,LOC0022,2023-12-25 04:38:55,Sensor fault,Water Ingress,High Humidity,17.84,WO0004439
FE0002321,AST000418,LOC0015,2025-12-29 00:07:12,Alignment issue,Water Ingress,Clear,2.49,
FE0002322,AST000032,LOC0005,2023-06-03 07:15:19,Short circuit,Wear & Tear,Clear,7.89,WO0005735
FE0002323,AST000908,LOC0021,2024-03-06 17:23:08,Communication loss,Improper Adjustment,Clear,15.8,
FE0002324,AST000015,LOC0014,2024-11-04 08:57:29,Obstruction,Design Limitation,High Humidity,9.41,
FE0002325,AST000354,LOC0018,2024-06-04 18:04:53,Control failure,Debris,Rain,12.27,WO0003703
FE0002326,AST000705,LOC0018,2023-01-04 20:03:30,Track circuit failure,Vandalism,Clear,6.88,
FE0002327,AST000054,LOC0017,2025-10-18 08:52:34,Obstruction,Wear & Tear,Rain,2.63,
FE0002328,AST000833,LOC0013,2024-10-25 03:24:53,Motor issue,Water Ingress,Rain,1.76,
FE0002329,AST000395,LOC0003,2024-04-16 07:10:08,Motor failure,Unknown,Clear,7.3,
FE0002330,AST000229,LOC0018,2025-03-28 10:34:17,Power loss,Vandalism,High Humidity,6.7,WO0003839
FE0002331,AST000085,LOC0009,2023-09-02 05:02:23,Hydraulic leak,Water Ingress,Clear,28.08,WO0002759
FE0002332,AST000977,LOC0001,2025-09-01 00:16:44,Relay failure,Wear & Tear,Snow,17.82,WO0005742
FE0002333,AST000199,LOC0017,2023-12-26 01:04:38,Door fault,Vandalism,Clear,7.27,WO0006760
FE0002334,AST001110,LOC0025,2023-01-13 04:44:54,Communication loss,Power Quality,Clear,9.47,WO0004422
FE0002335,AST000093,LOC0005,2023-05-18 08:42:12,Door fault,Wear & Tear,Snow,13.91,WO0005552
FE0002336,AST000384,LOC0023,2025-02-23 01:18:48,Obstruction,Unknown,Clear,10.04,WO0002907
FE0002337,AST001119,LOC0015,2023-08-06 23:45:42,Brake issue,Improper Adjustment,Clear,11.02,WO0004384
FE0002338,AST000556,LOC0004,2025-05-07 02:38:49,Insulation fault,Debris,High Humidity,9.85,WO0000631
FE0002339,AST000009,LOC0008,2024-11-10 19:15:02,Water intrusion,Wear & Tear,Rain,0.76,WO0007745
FE0002340,AST000128,LOC0005,2024-06-30 22:47:30,Control board fault,Wear & Tear,Clear,4.48,WO0006794
FE0002341,AST000496,LOC0014,2025-10-17 15:00:38,Interlocking fault,Wear & Tear,Clear,1.78,
FE0002342,AST001139,LOC0022,2023-01-03 00:45:17,Obstruction,Debris,Clear,4.56,
FE0002343,AST000050,LOC0013,2024-12-07 21:27:25,Obstruction,Wear & Tear,Clear,3.61,
FE0002344,AST001101,LOC0022,2023-08-07 14:04:05,Door fault,Unknown,Clear,4.9,
FE0002345,AST000523,LOC0013,2025-07-25 05:37:49,Relay failure,Wear & Tear,Clear,6.11,WO0000633
FE0002346,AST000684,LOC0022,2025-12-25 00:46:39,Hydraulic leak,Wear & Tear,Clear,3.43,WO0006256
FE0002347,AST000510,LOC0024,2024-01-11 14:07:52,Obstruction,Water Ingress,Clear,8.86,WO0004312
FE0002348,AST000533,LOC0004,2023-03-27 20:26:57,HVAC failure,Wear & Tear,Rain,1.0,
FE0002349,AST000768,LOC0015,2024-10-09 15:21:26,Motor issue,Vandalism,Clear,4.17,
FE0002350,AST000727,LOC0018,2023-12-07 05:17:48,Sensor fault,Improper Adjustment,High Humidity,22.08,WO0003240
FE0002351,AST000821,LOC0024,2023-01-18 01:17:48,Alignment issue,Improper Adjustment,Clear,10.91,
FE0002352,AST000255,LOC0004,2023-12-12 15:04:30,Motor failure,Improper Adjustment,Clear,2.12,WO0001509
FE0002353,AST001040,LOC0014,2023-12-19 20:28:15,Brake issue,Debris,Clear,2.85,WO0008955
FE0002354,AST000961,LOC0009,2023-10-08 21:14:23,Propulsion fault,Debris,Snow,14.61,
FE0002355,AST000088,LOC0018,2023-01-05 01:49:06,Bearing failure,Design Limitation,High Humidity,5.83,WO0006865
FE0002356,AST000473,LOC0004,2025-08-31 01:16:18,Alignment issue,Debris,Clear,2.19,WO0000714
FE0002357,AST000337,LOC0018,2025-02-22 00:20:31,Interlocking fault,Water Ingress,Snow,3.86,WO0002111
FE0002358,AST000155,LOC0003,2024-12-20 16:43:56,Handrail failure,Power Quality,Heat Wave,6.46,WO0007213
FE0002359,AST000836,LOC0006,2025-07-12 19:41:05,Handrail failure,Wear & Tear,Rain,4.77,
FE0002360,AST001159,LOC0014,2024-09-03 10:14:22,Obstruction,Wear & Tear,Snow,8.54,WO0005326
FE0002361,AST000142,LOC0017,2024-09-22 06:04:35,HVAC failure,Design Limitation,Clear,6.41,WO0001970
FE0002362,AST000217,LOC0009,2024-05-14 04:35:40,Insulation breakdown,Wear & Tear,Heat Wave,2.28,WO0008317
FE0002363,AST000667,LOC0015,2023-08-11 18:32:59,Power loss,Water Ingress,High Humidity,4.0,WO0008464
FE0002364,AST001053,LOC0016,2023-05-26 01:25:56,Sensor fault,Wear & Tear,Snow,10.76,WO0007902
FE0002365,AST001110,LOC0025,2023-05-26 20:58:17,Interlocking fault,Vandalism,Clear,6.81,WO0005937
FE0002366,AST000534,LOC0021,2024-10-20 19:51:00,HVAC failure,Design Limitation,Clear,6.95,WO0001800
FE0002367,AST000317,LOC0005,2023-02-01 05:25:19,Water intrusion,Improper Adjustment,Clear,9.73,WO0006747
FE0002368,AST000576,LOC0015,2024-11-06 01:55:07,Water intrusion,Wear & Tear,Clear,4.14,WO0008996
FE0002369,AST000941,LOC0010,2025-01-02 21:00:37,Heater failure,Debris,Rain,5.94,
FE0002370,AST000063,LOC0021,2025-10-09 00:33:56,Trip event,Power Quality,Clear,5.18,WO0000033
FE0002371,AST000971,LOC0022,2023-12-14 02:40:26,Door fault,Wear & Tear,Clear,23.05,
FE0002372,AST000046,LOC0013,2025-05-21 06:42:47,Propulsion fault,Wear & Tear,High Humidity,1.37,
FE0002373,AST000522,LOC0011,2025-12-01 00:31:42,Alignment issue,Vandalism,Clear,4.95,
FE0002374,AST001183,LOC0006,2025-04-29 15:57:23,HVAC failure,Wear & Tear,Clear,30.37,WO0007448
FE0002375,AST001078,LOC0009,2025-03-04 21:48:58,Communication loss,Design Limitation,Clear,11.38,WO0000688
FE0002376,AST000138,LOC0001,2025-12-21 21:02:46,Heater failure,Wear & Tear,Rain,3.81,
FE0002377,AST000930,LOC0023,2025-02-21 18:46:23,HVAC failure,Water Ingress,Clear,6.16,WO0003369
FE0002378,AST000060,LOC0010,2023-11-16 09:54:48,Door fault,Water Ingress,High Humidity,9.57,WO0002351
FE0002379,AST001115,LOC0022,2023-07-07 20:54:25,Trip event,Water Ingress,High Humidity,10.97,WO0008470
FE0002380,AST000507,LOC0024,2023-03-18 23:52:23,Communication loss,Wear & Tear,Rain,1.17,
FE0002381,AST001067,LOC0003,2024-01-12 18:33:30,HVAC failure,Wear & Tear,Rain,17.65,
FE0002382,AST000202,LOC0018,2025-12-28 22:11:21,Door fault,Power Quality,Clear,2.87,
FE0002383,AST000920,LOC0004,2025-01-08 05:12:38,Propulsion fault,Wear & Tear,Clear,15.5,
FE0002384,AST000081,LOC0017,2023-06-20 02:05:14,Insulation breakdown,Debris,Clear,1.97,WO0004499
FE0002385,AST000795,LOC0015,2024-02-16 15:13:45,Water intrusion,Water Ingress,Rain,2.57,
FE0002386,AST000971,LOC0022,2025-06-10 08:25:15,Brake issue,Unknown,Clear,11.41,WO0005319
FE0002387,AST000551,LOC0025,2024-06-10 02:19:39,Communication loss,Wear & Tear,Clear,9.43,WO0007561
FE0002388,AST001064,LOC0022,2025-02-08 03:11:34,Bond wire issue,Wear & Tear,High Humidity,20.56,WO0002574
FE0002389,AST001128,LOC0015,2024-12-02 17:54:16,Bond wire issue,Debris,Clear,4.38,WO0005643
FE0002390,AST000487,LOC0016,2023-11-23 10:19:38,Motor issue,Power Quality,Rain,3.12,WO0007473
FE0002391,AST001038,LOC0019,2024-03-08 04:09:53,Insulation fault,Power Quality,Rain,2.64,
FE0002392,AST000491,LOC0008,2025-08-23 15:22:25,Control board fault,Wear & Tear,Rain,8.2,WO0003958
FE0002393,AST000888,LOC0001,2024-01-07 22:10:17,Sensor fault,Water Ingress,Rain,9.87,
FE0002394,AST001093,LOC0006,2024-03-05 01:50:34,Insulation fault,Improper Adjustment,Clear,1.06,WO0007706
FE0002395,AST000797,LOC0020,2024-12-18 02:04:10,Door fault,Wear & Tear,Heat Wave,5.67,
FE0002396,AST000279,LOC0011,2024-09-16 18:30:02,Trip event,Wear & Tear,Clear,18.26,WO0006630
FE0002397,AST000105,LOC0003,2024-06-24 14:48:06,Door fault,Wear & Tear,Rain,10.84,
FE0002398,AST000246,LOC0020,2025-03-06 00:00:23,Power loss,Wear & Tear,Clear,18.59,
FE0002399,AST000313,LOC0014,2023-05-26 04:22:12,Door fault,Water Ingress,Clear,2.84,WO0005569
FE0002400,AST000857,LOC0019,2023-10-14 01:21:10,Door fault,Wear & Tear,Rain,11.16,WO0004370
FE0002401,AST001027,LOC0025,2025-05-30 18:07:40,Insulation breakdown,Wear & Tear,Rain,4.66,
FE0002402,AST000107,LOC0011,2023-06-22 22:22:18,Power loss,Water Ingress,Clear,3.63,WO0007895
FE0002403,AST001188,LOC0010,2024-08-15 09:15:27,Communication loss,Wear & Tear,Clear,3.79,WO0000614
FE0002404,AST000100,LOC0022,2023-06-14 02:26:40,Short circuit,Water Ingress,Clear,5.39,WO0006083
FE0002405,AST000707,LOC0016,2025-11-24 19:59:34,Propulsion fault,Power Quality,High Humidity,9.84,
FE0002406,AST000706,LOC0013,2024-11-30 02:44:29,Interlocking fault,Power Quality,Snow,3.76,WO0000321
FE0002407,AST000999,LOC0012,2023-12-12 15:25:56,Interlocking fault,Power Quality,Clear,9.88,WO0006493
FE0002408,AST000008,LOC0016,2023-01-24 02:29:05,HVAC failure,Unknown,High Humidity,10.85,
FE0002409,AST000537,LOC0003,2024-08-18 23:08:10,Handrail failure,Wear & Tear,Clear,12.57,WO0003443
FE0002410,AST000057,LOC0021,2023-03-25 08:54:39,HVAC failure,Wear & Tear,Clear,5.07,WO0004974
FE0002411,AST000566,LOC0025,2024-11-06 17:24:37,Door fault,Water Ingress,High Humidity,3.83,WO0004195
FE0002412,AST000580,LOC0011,2025-06-19 22:28:28,Bond wire issue,Vandalism,Clear,3.76,
FE0002413,AST000032,LOC0005,2025-06-01 01:18:30,Bond wire issue,Debris,High Humidity,6.66,WO0005735
FE0002414,AST000455,LOC0010,2025-03-24 02:51:43,Motor failure,Design Limitation,Clear,2.45,WO0004099
FE0002415,AST000583,LOC0005,2025-12-08 17:47:44,Bond wire issue,Vandalism,Clear,3.0,WO0005303
FE0002416,AST000893,LOC0016,2025-09-27 22:17:37,Brake issue,Debris,Rain,1.99,WO0005041
FE0002417,AST000705,LOC0018,2024-06-02 13:22:08,Track circuit failure,Vandalism,Clear,6.48,WO0007926
FE0002418,AST000785,LOC0009,2023-03-04 07:07:21,Control failure,Vandalism,Clear,3.94,
FE0002419,AST000903,LOC0017,2024-07-07 01:55:03,HVAC failure,Wear & Tear,Clear,1.09,WO0008869
FE0002420,AST001138,LOC0022,2024-03-13 05:37:10,Vibration high,Debris,Clear,1.17,WO0004034
FE0002421,AST000493,LOC0004,2024-06-10 01:09:14,Heater failure,Design Limitation,Clear,4.0,WO0006086
FE0002422,AST000586,LOC0014,2023-02-18 11:41:46,Door fault,Wear & Tear,Rain,3.41,
FE0002423,AST001197,LOC0010,2023-06-04 21:33:49,Door fault,Power Quality,Clear,8.85,WO0002442
FE0002424,AST000425,LOC0005,2024-07-10 16:56:34,Track circuit failure,Wear & Tear,Rain,8.23,WO0005804
FE0002425,AST000846,LOC0006,2025-07-23 14:01:14,Control board fault,Wear & Tear,High Humidity,2.05,WO0008073
FE0002426,AST001090,LOC0002,2023-08-20 08:51:20,Water intrusion,Wear & Tear,Rain,1.79,WO0005835
FE0002427,AST000233,LOC0015,2023-03-16 16:34:42,Step chain issue,Wear & Tear,Clear,4.95,WO0006138
FE0002428,AST000238,LOC0025,2025-12-20 07:33:08,Obstruction,Improper Adjustment,High Humidity,2.27,
FE0002429,AST000664,LOC0001,2025-05-17 00:58:17,Brake issue,Debris,Snow,1.27,WO0002722
FE0002430,AST000950,LOC0012,2024-06-21 17:38:41,Heater failure,Water Ingress,Clear,5.37,WO0002989
